0,51.509,-0.16104,0,0,0
0.5,51.509,-0.16104,0.094157,-0.012525,-0.60526
1,51.509,-0.16105,0.27837,0.0050593,-0.69235
1.5,51.509,-0.16104,0.50394,-0.01196,-0.86174
2,51.509,-0.16104,0.73483,0.00064272,-1.2502
2.5,51.509,-0.16105,0.98081,0.0090691,-0.67341
3,51.509,-0.16104,1.2406,0.015661,-0.057586
3.5,51.509,-0.16104,1.2374,-0.0086632,0.34874
4,51.509,-0.16104,1.3323,-0.015646,-1.0157
4.5,51.509,-0.16103,1.1446,-0.0051689,-0.8226
5,51.509,-0.16104,1.3197,0.0036459,-0.54312
5.5,51.509,-0.16104,1.2255,-0.018253,-0.32495
6,51.509,-0.16104,1.3086,0.019184,-0.89254
6.5,51.509,-0.16103,1.1651,0.025566,-0.19551
7,51.509,-0.16103,1.2853,-0.0016348,-0.16419
7.5,51.509,-0.16103,1.2499,0.01164,0.20597
8,51.509,-0.16103,1.245,0.0051535,0.046683
8.5,51.509,-0.16103,1.2588,-0.0031779,-0.25694
9,51.509,-0.16103,1.2238,0.011903,-0.42157
9.5,51.509,-0.16103,1.3249,0.03592,0.9486
10,51.509,-0.16103,1.1616,0.040822,1.4588
10.5,51.509,-0.16104,1.3096,0.020959,1.3711
11,51.509,-0.16104,1.1813,0.0054703,1.1945
11.5,51.509,-0.16104,1.3727,0.024406,0.84416
12,51.509,-0.16104,1.1299,-0.0019702,0.61154
12.5,51.509,-0.16104,1.3919,-0.012079,0.7233
13,51.509,-0.16104,1.082,-0.0050441,0.27185
13.5,51.509,-0.16104,1.4087,0.0052011,-0.14494
14,51.509,-0.16104,1.0761,0.0086179,-0.39111
14.5,51.509,-0.16104,1.4395,-0.028698,-0.24629
15,51.509,-0.16104,1.0248,-0.033837,-0.48199
15.5,51.509,-0.16104,1.4759,-0.02157,-1.3984
16,51.509,-0.16104,1.0018,-0.012664,-1.8392
16.5,51.509,-0.16104,1.4597,-0.0089046,-1.5309
17,51.509,-0.16104,1.0032,-0.0012627,-1.0967
17.5,51.509,-0.16104,1.4679,-0.00088355,-1.0425
18,51.509,-0.16103,0.98661,0.0032966,-1.0857
18.5,51.509,-0.16103,1.5077,-0.0059866,-0.76495
19,51.509,-0.16102,0.92321,0.0038326,-0.34227
19.5,51.509,-0.16103,1.608,0.010917,-0.33565
20,51.509,-0.16103,0.86939,0.012024,-0.48274
20.5,51.509,-0.16103,1.5974,0.008518,-0.43926
21,51.509,-0.16103,0.88122,0.015043,-0.82101
21.5,51.509,-0.16102,1.6014,0.01054,-0.52349
22,51.509,-0.16103,0.86864,-0.016458,-0.56897
22.5,51.509,-0.16104,1.6013,-0.020141,-0.98437
23,51.509,-0.16104,0.91471,-0.017975,-0.52809
23.5,51.509,-0.16104,1.5456,0.014598,-0.45406
24,51.509,-0.16104,0.92916,0.010147,-0.45476
24.5,51.51,-0.16104,1.5422,-0.0050406,-0.66632
25,51.51,-0.16104,0.95381,-0.0085162,-0.90256
25.5,51.51,-0.16104,1.5598,-0.034718,-1.0456
26,51.51,-0.16104,0.94715,-0.0052773,-1.147
26.5,51.51,-0.16104,1.5606,-0.021879,-1.4922
27,51.51,-0.16104,0.9174,-0.012275,-1.5936
27.5,51.51,-0.16103,1.5443,-0.044841,-1.4908
28,51.51,-0.16104,0.95003,-0.034655,-1.5666
28.5,51.51,-0.16104,1.5324,-0.034879,-1.4177
29,51.51,-0.16104,0.95373,-0.043606,-1.5021
29.5,51.51,-0.16104,1.5394,-0.028793,-1.0421
30,51.51,-0.16104,0.95338,-0.01006,-0.78373
30.5,51.51,-0.16104,1.5574,-0.016295,-1.0909
31,51.51,-0.16103,0.93525,-0.011814,-0.73789
31.5,51.51,-0.16104,1.5383,-0.0032492,-0.58901
32,51.51,-0.16103,0.93562,-0.011234,0.075554
32.5,51.51,-0.16103,1.3417,-0.020936,-0.48726
33,51.51,-0.16103,0.41491,-0.016779,-1.4167
33.5,51.51,-0.16103,0.88027,-0.018913,-0.90883
34,51.51,-0.16104,-0.14443,-0.0011868,-0.53851
34.5,51.51,-0.16103,0.52739,0.067393,14.687
35,51.51,-0.16103,-0.067269,0.13756,29.769
35.5,51.51,-0.16103,0.47032,0.16827,44.982
36,51.51,-0.16103,-0.16785,0.24656,60.426
36.5,51.51,-0.16103,0.32723,0.1945,75.454
37,51.51,-0.16102,-0.26356,0.29111,90.071
37.5,51.51,-0.16102,0.21097,0.14498,104.51
38,51.51,-0.16102,-0.40074,0.32598,118.85
38.5,51.51,-0.16103,0.11844,0.056479,133.45
39,51.51,-0.16103,-0.50153,0.2406,147.76
39.5,51.51,-0.16102,0.0371,-0.034968,163.47
40,51.51,-0.16102,-0.49478,0.10433,178.96
40.5,51.51,-0.16102,-0.24474,-0.071275,179.1
41,51.51,-0.16102,-1.0218,0.092363,179.02
41.5,51.51,-0.16102,-0.73625,-0.088967,179.73
42,51.51,-0.16102,-1.5304,0.099049,-179.89
42.5,51.51,-0.16102,-1.0264,-0.085682,179.61
43,51.51,-0.16102,-1.566,0.12167,179.33
43.5,51.51,-0.16102,-0.92421,-0.10004,179.67
44,51.51,-0.16102,-1.5552,0.08132,179.83
44.5,51.51,-0.16101,-0.92666,-0.10457,-179.91
45,51.51,-0.16101,-1.5386,0.11853,-179.9
45.5,51.51,-0.16101,-0.93766,-0.11283,-179.79
46,51.51,-0.16101,-1.6179,0.10186,-179.58
46.5,51.51,-0.16101,-0.85468,-0.13201,-179.52
47,51.51,-0.16102,-1.6058,0.071674,-179.7
47.5,51.51,-0.16102,-0.87226,-0.12769,179.9
48,51.51,-0.16102,-1.6143,0.070095,-179.93
48.5,51.51,-0.16102,-0.95419,-0.10616,-179.72
49,51.51,-0.16102,-1.5657,0.07589,-179.72
49.5,51.51,-0.16102,-0.92387,-0.070638,179.29
50,51.509,-0.16102,-1.6132,0.10639,179.21
50.5,51.509,-0.16103,-0.90663,-0.085352,178.93
51,51.509,-0.16103,-1.6155,0.1072,178.86
51.5,51.509,-0.16103,-0.91612,-0.094243,179.19
52,51.509,-0.16102,-1.5465,0.11371,179.57
52.5,51.509,-0.16102,-0.9551,-0.092708,179.78
53,51.509,-0.16102,-1.5453,0.090387,-179.69
53.5,51.509,-0.16102,-0.91833,-0.098131,-179.42
54,51.509,-0.16102,-1.6488,0.092508,-179.41
54.5,51.509,-0.16102,-0.85376,-0.10774,-179.24
55,51.509,-0.16102,-1.6898,0.099779,-179.56
55.5,51.509,-0.16102,-0.85898,-0.073824,179.69
56,51.509,-0.16102,-1.6108,0.10145,179.01
56.5,51.509,-0.16102,-0.9295,-0.084014,178.93
57,51.509,-0.16102,-1.5588,0.1083,178.5
57.5,51.509,-0.16102,-0.96247,-0.066093,178.23
58,51.509,-0.16102,-1.5459,0.16352,177.18
58.5,51.509,-0.16102,-0.94681,-0.066567,177.86
59,51.509,-0.16102,-1.5928,0.11131,178.41
59.5,51.509,-0.16102,-0.9497,-0.082081,178.64
60,51.509,-0.16102,-1.5539,0.11275,179.33
60.5,51.509,-0.16102,-0.98342,-0.10355,179.85
61,51.509,-0.16102,-1.5271,0.074745,179.73
61.5,51.509,-0.16103,-0.92666,-0.13654,-179.47
62,51.509,-0.16103,-1.5636,0.067409,-179.17
62.5,51.509,-0.16102,-0.95491,-0.10683,-179.68
63,51.509,-0.16103,-1.5575,0.064499,-179.14
63.5,51.509,-0.16103,-0.97823,-0.10689,-179.39
64,51.509,-0.16103,-1.5403,0.067775,-179.56
64.5,51.509,-0.16103,-0.91316,-0.11566,179.92
65,51.509,-0.16103,-1.6058,0.10248,178.82
65.5,51.509,-0.16103,-0.91639,-0.061322,178.67
66,51.509,-0.16103,-1.5748,0.14512,178.75
66.5,51.509,-0.16103,-0.96018,-0.080292,179.46
67,51.509,-0.16102,-1.5412,0.10134,179.92
67.5,51.509,-0.16102,-0.89941,-0.09917,-179.95
68,51.509,-0.16102,-1.6009,0.099929,-179.83
68.5,51.509,-0.16103,-0.83277,-0.097918,-179.8
69,51.509,-0.16103,-1.6599,0.093831,-179.97
69.5,51.509,-0.16102,-0.81741,-0.096035,179.75
70,51.509,-0.16102,-1.7206,0.10512,179.54
70.5,51.509,-0.16102,-0.80819,-0.094392,-179.92
71,51.509,-0.16102,-1.6888,0.10662,179.69
71.5,51.509,-0.16102,-0.62441,-0.10896,179.48
72,51.509,-0.16102,-1.1447,0.10675,178.97
72.5,51.509,-0.16102,-0.070078,-0.087318,178.34
73,51.509,-0.16102,-0.72896,0.10523,178.24
73.5,51.509,-0.16102,0.32035,-0.016396,163.36
74,51.509,-0.16101,-0.71742,0.22357,148.27
74.5,51.509,-0.16101,0.38633,0.042469,133.75
75,51.509,-0.16101,-0.66536,0.34016,118.71
75.5,51.509,-0.161,0.45493,0.2025,103.45
76,51.509,-0.16101,-0.48094,0.28541,88.348
76.5,51.509,-0.16101,0.56951,0.20638,74.222
77,51.509,-0.16101,-0.36473,0.26466,59.484
77.5,51.509,-0.16101,0.63784,0.10818,44.631
78,51.509,-0.16101,-0.24191,0.24453,29.965
78.5,51.509,-0.161,0.698,-0.012783,15.231
79,51.509,-0.161,-0.24161,0.083041,0.68385
79.5,51.509,-0.16099,0.91498,-0.084518,0.24475
80,51.509,-0.161,0.30562,0.074124,-0.29117
80.5,51.509,-0.161,1.4231,-0.082742,-0.10752
81,51.509,-0.16101,0.8158,0.053062,-0.22577
81.5,51.509,-0.16101,1.7119,-0.11025,-0.0042598
82,51.509,-0.16101,0.85669,0.063616,0.24338
82.5,51.509,-0.16101,1.6567,-0.1059,0.21662
83,51.509,-0.16101,0.88108,0.076225,-0.12408
83.5,51.509,-0.16101,1.5958,-0.082545,-0.015774
84,51.509,-0.16101,0.90877,0.052174,0.2886
84.5,51.509,-0.16101,1.6517,-0.11561,0.1213
85,51.509,-0.16101,0.86877,0.07792,-0.099911
85.5,51.509,-0.16101,1.6303,-0.067035,0.26412
86,51.509,-0.16101,0.84995,0.10964,0.23324
86.5,51.509,-0.16101,1.6456,-0.068814,-0.21288
87,51.509,-0.16101,0.8315,0.076971,-1.1143
87.5,51.509,-0.16101,1.6345,-0.13025,-0.96344
88,51.509,-0.16101,0.86279,0.046605,-0.57702
88.5,51.509,-0.16101,1.6682,-0.11939,-0.28672
89,51.509,-0.16102,0.82843,0.068031,-0.45228
89.5,51.509,-0.16101,1.6925,-0.10591,-0.055634
90,51.509,-0.16101,0.82099,0.10307,0.64192
90.5,51.509,-0.16101,1.6623,-0.094025,0.38871
91,51.509,-0.16101,0.83534,0.084921,0.46359
91.5,51.509,-0.16101,1.6622,-0.11222,0.14637
92,51.509,-0.161,0.79879,0.075749,-0.25254
92.5,51.509,-0.16101,1.7172,-0.11228,-0.17121
93,51.509,-0.16101,0.74594,0.066891,-0.32139
93.5,51.509,-0.16101,1.7845,-0.086146,-0.2112
94,51.509,-0.16101,0.72692,0.10467,0.24306
94.5,51.509,-0.161,1.7736,-0.070656,0.80797
95,51.509,-0.161,0.70897,0.12998,1.3894
95.5,51.509,-0.161,1.7837,-0.086534,0.95678
96,51.509,-0.161,0.70302,0.073842,0.54571
96.5,51.509,-0.161,1.8012,-0.071166,0.70077
97,51.509,-0.161,0.69772,0.11235,1.1721
97.5,51.509,-0.161,1.7867,-0.072791,1.266
98,51.509,-0.161,0.75123,0.10859,1.5917
98.5,51.509,-0.161,1.7376,-0.060668,1.838
99,51.509,-0.16101,0.76302,0.13261,1.8432
99.5,51.509,-0.16101,1.6975,-0.0361,1.6879
100,51.509,-0.16101,0.79282,0.083991,0.86592
100.5,51.509,-0.16101,1.6618,-0.074384,0.63711
101,51.509,-0.16101,0.87679,0.06787,0.21583
101.5,51.509,-0.16101,1.5955,-0.084772,0.44129
102,51.509,-0.16102,0.84113,0.094919,0.29738
102.5,51.51,-0.16102,1.7068,-0.10039,0.027988
103,51.51,-0.16102,0.80256,0.12133,0.12707
103.5,51.51,-0.16102,1.6512,-0.10272,-0.54595
104,51.51,-0.16102,0.89355,0.058024,-0.99975
104.5,51.51,-0.16101,1.5828,-0.11833,-1.2055
105,51.51,-0.16101,0.9374,0.057716,-1.0481
105.5,51.51,-0.16101,1.5622,-0.11977,-1.3324
106,51.51,-0.161,1.0067,0.07659,-1.0267
106.5,51.51,-0.161,1.5096,-0.093879,-1.1816
107,51.51,-0.161,0.95103,0.089463,-0.51402
107.5,51.51,-0.161,1.5776,-0.077312,-0.48665
108,51.51,-0.161,0.90103,0.092603,-0.44342
108.5,51.51,-0.161,1.6611,-0.10183,-1.3899
109,51.51,-0.16101,0.91406,0.070249,-1.5607
109.5,51.51,-0.16101,1.641,-0.095152,-1.4328
110,51.51,-0.16101,0.87828,0.04837,-2.1024
110.5,51.51,-0.16101,1.4408,-0.11245,-2.2657
111,51.51,-0.16101,0.41248,0.069738,-2.8697
111.5,51.51,-0.16101,0.83967,-0.08395,-2.6612
112,51.51,-0.16101,-0.087696,0.078744,-2.3409
112.5,51.51,-0.16101,0.54373,-0.011971,12.844
113,51.51,-0.16101,-0.17456,0.21811,28.367
113.5,51.51,-0.161,0.49569,0.12339,43.754
114,51.51,-0.161,-0.24117,0.28363,59.56
114.5,51.51,-0.161,0.44368,0.23423,74.413
115,51.51,-0.161,-0.4233,0.23137,89.467
115.5,51.51,-0.161,0.33476,0.25104,104.08
116,51.51,-0.161,-0.52441,0.17482,118.55
116.5,51.51,-0.161,0.24323,0.20691,133.12
117,51.51,-0.161,-0.64007,0.12901,147.98
117.5,51.51,-0.161,0.18157,0.062634,162.76
118,51.51,-0.161,-0.68587,0.016303,177.7
118.5,51.51,-0.161,-0.038423,0.0074311,178.07
119,51.51,-0.161,-1.1715,0.023799,178.43
119.5,51.51,-0.16101,-0.61366,0.044531,178.07
120,51.51,-0.161,-1.6628,0.034347,177.76
120.5,51.51,-0.161,-0.82613,0.0018116,178.49
121,51.51,-0.161,-1.7235,-0.0034722,178.6
121.5,51.51,-0.161,-0.78003,0.020317,178.64
122,51.51,-0.161,-1.6985,0.020524,179.01
122.5,51.51,-0.161,-0.84051,0.0018122,179.88
123,51.51,-0.16099,-1.6578,-0.026313,-179.22
123.5,51.51,-0.161,-0.84548,-0.023026,-179.39
124,51.51,-0.161,-1.65,-0.01687,-178.97
124.5,51.51,-0.161,-0.85537,-0.038366,-178.61
125,51.51,-0.161,-1.6566,-0.043277,-178.65
125.5,51.51,-0.16099,-0.84599,-0.021945,-179.38
126,51.51,-0.16099,-1.6532,0.0090753,179.81
126.5,51.51,-0.161,-0.85739,0.026936,178.99
127,51.51,-0.161,-1.6435,0.015176,178.62
127.5,51.509,-0.161,-0.82942,0.015502,178.19
128,51.509,-0.161,-1.5978,0.001345,178.35
128.5,51.509,-0.161,-0.8808,0.018737,178.87
129,51.509,-0.16099,-1.6501,0.010112,179.57
129.5,51.509,-0.16099,-0.80734,-0.019976,-179.77
130,51.509,-0.16099,-1.6443,-0.01129,-179.68
130.5,51.509,-0.16099,-0.90468,-0.014794,-179.88
131,51.509,-0.16099,-1.6209,-0.011493,-179.9
131.5,51.509,-0.16099,-0.87145,-0.022293,179.99
132,51.509,-0.16099,-1.6448,-0.0012559,179.56
132.5,51.509,-0.16099,-0.87201,0.014776,179.03
133,51.509,-0.16098,-1.6849,0.038733,178.36
133.5,51.509,-0.16099,-0.77942,0.039275,178.68
134,51.509,-0.16099,-1.7176,0.056279,178.95
134.5,51.509,-0.16099,-0.80194,0.037654,179.05
135,51.509,-0.16099,-1.6597,0.033434,179.31
135.5,51.509,-0.16099,-0.78793,-0.0085027,179.82
136,51.509,-0.161,-1.6891,-0.0028178,-179.26
136.5,51.509,-0.16099,-0.81242,0.010609,179.9
137,51.509,-0.16099,-1.7371,0.029284,179.57
137.5,51.509,-0.16099,-0.75885,0.015542,179.73
138,51.509,-0.16099,-1.7257,0.016086,179.95
138.5,51.509,-0.16099,-0.74023,0.020214,179.72
139,51.509,-0.16099,-1.7345,0.035754,179.62
139.5,51.509,-0.16099,-0.77573,0.0189,179.84
140,51.509,-0.16099,-1.7463,0.031767,-179.81
140.5,51.509,-0.16099,-0.7567,0.019216,-179.62
141,51.509,-0.16099,-1.7586,0.03801,179.97
141.5,51.509,-0.16099,-0.74188,-0.014878,-179.77
142,51.509,-0.16099,-1.7227,-0.001216,-179.78
142.5,51.509,-0.16099,-0.77337,0.0085323,-179.82
143,51.509,-0.161,-1.795,-0.00092416,-179.63
143.5,51.509,-0.161,-0.71933,-0.020455,-179.2
144,51.509,-0.161,-1.7385,-0.00043871,-179.01
144.5,51.509,-0.161,-0.77916,0.0025359,-179.41
145,51.509,-0.161,-1.7059,0.034611,179.85
145.5,51.509,-0.16099,-0.80876,-0.0016179,179.99
146,51.509,-0.16099,-1.6895,0.031219,-179.52
146.5,51.509,-0.16099,-0.81962,-0.0078808,179.85
147,51.509,-0.16099,-1.6705,0.022379,179.77
147.5,51.509,-0.16099,-0.85373,0.0068604,-179.87
148,51.509,-0.16099,-1.6763,0.036387,-179.69
148.5,51.509,-0.16099,-0.86196,0.011082,-180
149,51.509,-0.161,-1.6494,0.025257,-179.92
149.5,51.509,-0.16099,-0.70569,0.0050466,-179.79
150,51.509,-0.16099,-1.1064,0.018423,-179.72
150.5,51.509,-0.16099,-0.16006,-0.021012,-179.4
151,51.509,-0.16099,-0.57747,-0.026439,-179.14
151.5,51.509,-0.16099,0.072094,0.042778,165.74
152,51.509,-0.16098,-0.45,0.12919,151.17
152.5,51.509,-0.16099,0.092641,0.16968,136.42
153,51.509,-0.16099,-0.37293,0.19892,121.99
153.5,51.509,-0.16098,0.19617,0.22317,106.52
154,51.509,-0.16098,-0.27102,0.23526,91.342
154.5,51.509,-0.16098,0.3139,0.28182,75.989
155,51.509,-0.16098,-0.14217,0.18116,60.87
155.5,51.509,-0.16098,0.40129,0.17261,45.504
156,51.509,-0.16098,0.016121,0.16396,30.948
156.5,51.509,-0.16097,0.43254,0.030776,16.078
157,51.509,-0.16097,0.017448,0.030833,0.73324
157.5,51.509,-0.16097,0.69005,-0.040351,0.68927
158,51.509,-0.16097,0.4953,0.0034587,0.59283
158.5,51.509,-0.16097,1.3143,-0.054248,0.26655
159,51.509,-0.16097,0.92058,0.010004,0.28589
159.5,51.509,-0.16097,1.6222,-0.026612,1.1006
160,51.509,-0.16097,0.94165,0.011884,1.3727
160.5,51.509,-0.16097,1.5802,-0.030164,1.2823
161,51.509,-0.16098,0.91595,0.035361,0.82875
161.5,51.509,-0.16098,1.5619,-0.011989,0.97209
162,51.509,-0.16097,0.91221,0.046894,1.204
162.5,51.509,-0.16098,1.5997,-0.015365,0.87009
163,51.509,-0.16098,0.87805,0.016191,0.63728
163.5,51.509,-0.16098,1.6895,-0.0134,0.85171
164,51.509,-0.16098,0.81429,0.018705,0.96549
164.5,51.509,-0.16098,1.6604,-0.029066,1.296
165,51.509,-0.16098,0.87045,0.024984,1.4346
165.5,51.509,-0.16098,1.6752,-0.021032,1.5955
166,51.509,-0.16098,0.81399,0.045706,1.9643
166.5,51.509,-0.16098,1.7493,-0.02019,1.7156
167,51.509,-0.16098,0.76589,0.044611,1.6163
167.5,51.509,-0.16098,1.7142,-0.02027,1.2222
168,51.509,-0.16098,0.81379,0.03799,1.4974
168.5,51.509,-0.16098,1.6648,-0.032967,1.2944
169,51.509,-0.16098,0.81811,-0.0033935,0.27754
169.5,51.509,-0.16098,1.6925,-0.040485,0.090857
170,51.509,-0.16098,0.77093,0.01508,-0.24075
170.5,51.509,-0.16098,1.7398,-0.03659,-0.12931
171,51.509,-0.16098,0.76095,0.021483,-0.12279
171.5,51.509,-0.16098,1.6341,-0.03674,-0.19648
172,51.509,-0.16098,0.84075,0.020154,0.15999
172.5,51.509,-0.16098,1.6021,-0.026317,0.29149
173,51.509,-0.16098,0.91541,0.052988,0.62811
173.5,51.509,-0.16098,1.5218,-0.015931,1.0906
174,51.509,-0.16098,0.98899,0.041774,1.0268
174.5,51.509,-0.16098,1.5264,-0.0091535,0.92209
175,51.509,-0.16097,0.97973,0.019088,0.56872
175.5,51.509,-0.16098,1.4901,-0.033707,0.85364
176,51.509,-0.16097,1.0567,0.055005,1.0366
176.5,51.509,-0.16097,1.42,-0.030769,0.85085
177,51.509,-0.16098,1.1218,0.035385,0.5516
177.5,51.509,-0.16097,1.3516,0.0047026,1.0053
178,51.509,-0.16098,1.1921,0.05735,0.86624
178.5,51.509,-0.16098,1.2875,-0.0098427,0.40321
179,51.509,-0.16098,1.1842,0.062669,0.21609
179.5,51.509,-0.16098,1.2974,-0.0049102,0.17577
180,51.509,-0.16098,1.1691,0.031745,-0.065005
180.5,51.51,-0.16098,1.2637,-0.020416,-0.11803
181,51.51,-0.16098,1.2134,0.034253,-0.249
181.5,51.51,-0.16098,1.2705,-0.04292,-0.84541
182,51.51,-0.16098,1.2362,0.022645,-0.78617
182.5,51.51,-0.16098,1.2222,-0.037722,-0.72945
183,51.51,-0.16097,1.3197,0.041939,-0.76181
183.5,51.51,-0.16098,1.1511,-0.023129,-0.9213
184,51.51,-0.16098,1.3418,0.023948,-1.0233
184.5,51.51,-0.16097,1.1115,-0.023273,-1.1661
185,51.51,-0.16098,1.3517,0.0093212,-1.4011
185.5,51.51,-0.16097,1.1749,-0.067068,-1.0489
186,51.51,-0.16097,1.3213,0.011045,-0.78708
186.5,51.51,-0.16097,1.1646,-0.035639,-1.0378
187,51.51,-0.16097,1.311,0.014533,-1.588
187.5,51.51,-0.16097,1.1898,-0.034184,-0.80983
188,51.51,-0.16098,1.3473,0.032415,-0.26753
188.5,51.51,-0.16098,0.94864,-0.029114,-0.066415
189,51.51,-0.16098,0.86187,0.03508,0.24838
189.5,51.51,-0.16098,0.44555,-0.034224,0.8257
190,51.51,-0.16098,0.26476,0.0064903,1.5416
190.5,51.51,-0.16097,0.2069,0.032962,16.002
191,51.51,-0.16097,0.15818,0.12489,30.411
191.5,51.51,-0.16097,0.22016,0.17809,45.069
192,51.51,-0.16097,0.099164,0.25038,60.136
192.5,51.51,-0.16096,0.10978,0.2135,75.115
193,51.51,-0.16096,-0.0069153,0.24818,89.782
193.5,51.51,-0.16096,-0.032836,0.25325,105.05
194,51.51,-0.16096,-0.15084,0.16474,120.48
194.5,51.51,-0.16096,-0.17253,0.25016,135.03
195,51.51,-0.16096,-0.20678,0.053301,149.56
195.5,51.51,-0.16096,-0.2488,0.16513,164.19
196,51.51,-0.16095,-0.25597,-0.06377,178.86
196.5,51.51,-0.16095,-0.49367,0.082446,178.27
197,51.51,-0.16096,-0.76542,-0.052755,178.13
197.5,51.51,-0.16096,-0.97017,0.076937,178.75
198,51.51,-0.16096,-1.2911,-0.062193,178.68
198.5,51.51,-0.16097,-1.2797,0.089027,179.17
199,51.51,-0.16096,-1.2642,-0.08912,179.89
199.5,51.51,-0.16096,-1.2741,0.052958,179.93
200,51.51,-0.16096,-1.1802,-0.068982,179.88
200.5,51.51,-0.16096,-1.3254,0.071875,179.64
201,51.51,-0.16097,-1.209,-0.056489,179.68
201.5,51.51,-0.16097,-1.345,0.097606,179.46
202,51.51,-0.16097,-1.1609,-0.046452,179
202.5,51.51,-0.16096,-1.3912,0.098487,179.28
203,51.51,-0.16096,-1.1152,-0.066787,179.64
203.5,51.51,-0.16096,-1.3729,0.081519,179.8
204,51.51,-0.16096,-1.1731,-0.051301,179.74
204.5,51.51,-0.16096,-1.3147,0.10319,179.68
205,51.51,-0.16096,-1.1688,-0.049267,179.4
205.5,51.51,-0.16096,-1.3214,0.080128,179.95
206,51.509,-0.16096,-1.2199,-0.081627,-179.32
206.5,51.509,-0.16095,-1.2515,0.057675,-179.28
207,51.509,-0.16096,-1.2571,-0.094194,-179.22
207.5,51.509,-0.16096,-1.2156,0.049684,-178.92
208,51.509,-0.16096,-1.2218,-0.085938,-178.53
208.5,51.509,-0.16096,-1.2756,0.044144,-179.33
209,51.509,-0.16096,-1.1834,-0.073962,-179.85
209.5,51.509,-0.16096,-1.3971,0.065735,-179.68
210,51.509,-0.16096,-1.0974,-0.053217,-179.82
210.5,51.509,-0.16096,-1.4397,0.10605,-179.83
211,51.509,-0.16096,-1.0363,-0.068655,-179.35
211.5,51.509,-0.16096,-1.4864,0.10085,-179.36
212,51.509,-0.16096,-1.0585,-0.071262,-179.02
212.5,51.509,-0.16096,-1.4027,0.072763,-178.84
213,51.509,-0.16097,-1.1215,-0.11391,-178.42
